thread_count,gsm,tensile_strength,shrinkage_percent,color_fastness,fabric_thickness,defect_count,elongation_percent,moisture_absorption,fabric_type,weave_type,finish_type,production_method,batch_id,roll_number,inspection_time_minutes,warehouse_id,operator_name,inspection_shift,machine_temperature,humidity_level,inspection_notes,fabric_quality
337.0,117.0,55.714286411812395,1.0800485292958362,3,1.4022567227105533,12,39.41041814057463,5.539113831540478,silk,plain,dyed,powerloom,635850,1787,51.6676188730308,WH-C,Ramesh,Morning,20.138796105502657,39.40800877271156,Minor issue,Medium
223.0,193.0,118.46767258042232,7.06069570393498,4,1.488181410357794,0,35.08599486878303,8.352019866515246,wool,satin,dyed,handloom,871535,1216,5.9347222359669605,WH-B,John,Morning,31.27256021892986,66.44289904870348,Minor issue,High
193.0,297.0,90.22393559630119,6.9137796823180855,4,0.4276405661387477,12,31.364889552785872,6.697889506512842,linen,twill,raw,handloom,699156,3742,45.706354993192484,WH-C,Anita,Night,37.900191878770826,37.125651142232,Recheck,Medium
262.0,166.0,104.12668256359012,0.5677188527785159,4,1.328666262544845,7,19.498541285040954,11.65826857211836,polyester,plain,dyed,handloom,352777,4112,12.285255586953678,WH-C,John,Night,38.341905473310064,34.66996224560829,Looks fine,High
281.0,204.0,72.77540506816194,,4,1.0507731875479787,0,30.232798653685574,6.2552415432746855,,plain,raw,handloom,433187,3067,27.763187254317078,WH-A,Priya,Morning,35.513159605577016,72.61784998441014,Minor issue,High
105.0,331.0,93.91741507734481,0.6070696875166839,2,1.3236994546788703,10,30.32342464593562,14.079230611590582,linen,plain,raw,powerloom,583800,1130,16.989162301912636,WH-C,Priya,Morning,27.057159608265515,38.94302313033167,OK,Medium
253.0,178.0,72.38805068175563,,1,0.3280044500891712,11,5.6536595245195835,10.202638693392313,linen,plain,dyed,powerloom,128931,3564,33.96049209141451,WH-C,Anita,Morning,38.378899881423074,50.16441013425997,Looks fine,Low
164.0,331.0,74.9610940483802,5.0227303805521055,2,0.6559626427725205,5,5.261021366481175,7.994770252394257,linen,satin,dyed,handloom,550375,3131,43.04810206591756,WH-B,Anita,Night,35.04352668524134,45.035250110274816,Approved,Medium
92.0,197.0,92.10169247585392,9.381576809659151,3,1.2123256622565997,10,28.303417193911965,5.277709893936976,cotton,plain,raw,powerloom,141307,4712,46.140652748415086,WH-B,John,Morning,30.915131765047683,33.01679447933379,Minor issue,Low
142.0,165.0,94.77708837494174,3.8322253996211435,1,0.8414105276287155,13,35.747804866590755,9.163530065663096,cotton,,raw,handloom,434218,567,28.42783104985028,WH-C,John,Morning,40.39740601565035,49.4942236952958,Approved,Low
143.0,321.0,97.26777453442142,1.872868822081732,5,1.1551099385925392,14,28.633478612195454,8.618123522202,cotton,twill,raw,handloom,795111,38,12.820307982713013,WH-C,John,Morning,41.94293344732363,89.8162594988085,Minor issue,Medium
293.0,269.0,35.661847293734,3.7414395504051092,1,1.4555518357648087,4,12.165244501869598,3.741392923276378,cotton,twill,raw,handloom,127617,899,21.34299778471141,WH-C,John,Morning,37.003866614089,50.556845004687446,OK,Medium
235.0,293.0,66.99139604021985,2.387072561787584,1,0.5836656895967856,11,9.678706899315603,5.8930420221376405,silk,plain,dyed,handloom,966007,2159,40.866097659399635,WH-C,Priya,Evening,34.261751778374325,30.417348843705575,OK,Low
,385.0,88.5179433629231,7.120927674257428,3,0.33627893776662454,8,14.593937185593942,13.113976095166311,polyester,plain,printed,handloom,482084,2261,50.37234905143341,WH-B,Suresh,Evening,27.289167317688253,31.44387786451772,Minor issue,Medium
323.0,380.0,28.693034898335014,2.3108010294061048,1,0.21881032584160096,10,35.10135477566039,9.714868345053683,polyester,plain,raw,handloom,238791,4663,13.732098480402755,WH-A,Anita,Morning,34.86326243638979,56.70353967406594,Looks fine,Low
89.0,380.0,109.55672691376316,4.24018537487343,4,0.1502921356420335,6,35.89578968951743,13.628585807025202,cotton,plain,printed,powerloom,177990,1340,13.420194442576982,WH-C,Anita,Morning,43.549462138499074,67.15472498635584,Recheck,High
144.0,364.0,51.29328056766211,,4,0.3738255181100101,7,27.628465216790545,13.573130893569106,linen,satin,printed,handloom,779220,2124,31.50858073097078,WH-A,John,,27.879502806694184,31.699303232660007,Approved,Medium
93.0,255.0,75.81387347494118,6.134181746491922,2,1.3057675977454217,14,10.011498197076179,8.56031264985834,wool,twill,printed,handloom,734103,4829,39.26290885314641,WH-C,Ramesh,Morning,31.147036739549584,30.483615864347307,Minor issue,Low
106.0,310.0,,3.7151343245795427,3,0.6836038895482235,7,16.091819009651243,10.939725598472283,wool,plain,printed,powerloom,383561,4293,19.246680755955268,WH-B,John,Morning,32.288618485051366,82.03083960214846,Minor issue,Low
280.0,377.0,43.20198314384963,6.8329721643284556,2,0.2805731414723196,11,26.30820909563918,5.015686124902881,linen,,printed,handloom,329280,1078,23.32133185127119,WH-C,Ramesh,Morning,21.52027755737681,68.66967943623297,Minor issue,Low
227.0,,80.44792456507072,5.493888767690257,1,1.1242599195183798,6,36.53717036823119,9.937280089347576,wool,satin,printed,handloom,675053,1776,24.762822274898504,WH-C,Priya,Morning,26.36955019084495,88.87142634673879,Recheck,Medium
183.0,,77.32566638759432,7.288739393494797,4,1.361892552659372,11,24.869615120375418,6.145895989443779,linen,plain,printed,handloom,866286,4176,12.129638659078926,WH-C,Priya,Evening,43.53698657741224,38.88993170757058,Recheck,Low
,198.0,94.1911605038296,3.3448832053374153,4,0.8840973946011417,3,6.543769205121333,5.009665826756851,silk,satin,raw,handloom,251271,1538,47.54261634474204,WH-A,Anita,Evening,34.790542144933085,39.29920938546607,OK,High
316.0,315.0,79.22115998459418,0.9869573335270714,2,0.3745718147130698,3,27.571999152819377,5.7201579776095395,polyester,satin,raw,powerloom,356689,3809,33.94681554898463,WH-C,Anita,Morning,20.616888945760806,77.13661401808665,Approved,High
171.0,96.0,104.53554299874602,8.316640770879111,2,1.1317263936710509,6,10.627416943468026,14.10375383729042,linen,twill,raw,handloom,324606,742,42.415677587144906,WH-A,Anita,Night,29.001360009081885,75.54037136002262,Minor issue,Medium
333.0,307.0,21.681752886479224,4.481502851264614,3,0.8570185707460042,14,19.546792531613566,9.030955937865619,wool,twill,raw,powerloom,646321,2665,44.9748505255901,WH-C,Anita,Night,32.92806740224591,73.32778200883769,Approved,Low
255.0,,41.22173236719277,8.59147923693299,2,1.1277377326507785,8,34.47984448367706,6.174718688872811,cotton,twill,dyed,powerloom,406369,2471,7.772914243486936,WH-C,Anita,Morning,24.36780055330142,52.97290417484435,OK,Low
211.0,133.0,93.74615119056106,7.014214236269467,1,0.5983678465498121,8,12.416716708573631,6.6836745431620646,silk,plain,printed,powerloom,194886,2769,25.920564758503925,WH-B,John,Evening,29.99551649589764,66.57434603045289,Approved,Low
312.0,134.0,71.78583548359666,2.3913921936369325,5,0.5674712430082101,1,20.72324276254499,9.447076604422485,polyester,plain,raw,powerloom,263547,862,23.845601381496948,WH-C,Suresh,Morning,39.19963798547616,77.05366678603767,Looks fine,High
213.0,261.0,53.739162973951444,5.162942703933147,4,0.728338004643855,13,10.250736114897691,7.7527057773104815,cotton,satin,raw,handloom,121532,37,42.42922192582151,WH-A,Priya,Night,30.26415390774482,74.47382193379352,Minor issue,Low
98.0,358.0,89.61145992837952,0.6912750990963454,4,0.564744014561368,14,9.09137169625335,12.29907316330753,polyester,plain,raw,handloom,313616,3645,6.04811658724436,WH-C,Suresh,Evening,43.409051257516815,66.34730946769585,Minor issue,Medium
165.0,307.0,110.6775029702338,3.4502497218927477,1,0.43857459239720287,12,12.743556742595711,6.138940862127619,wool,twill,dyed,handloom,292856,4778,25.47066861750664,WH-C,Anita,Evening,34.215926335791934,45.87719034269327,Minor issue,Low
,347.0,104.56416367837254,7.8086125678502105,4,0.6884262605869759,11,36.09188907156111,8.188236405842,polyester,plain,printed,powerloom,300949,284,55.92616449243635,WH-A,John,Night,42.46056418061238,87.73600147137742,OK,Medium
253.0,269.0,,1.1617800729005912,3,1.2173105401672633,1,6.97161153612021,8.62368075145416,polyester,satin,dyed,handloom,909956,3314,29.633332414337534,WH-A,Anita,Night,34.03844650113072,56.45231165965748,Approved,High
234.0,397.0,42.15020539096014,7.221112271121085,3,1.0240529655489052,5,34.87789966939929,4.161352987545673,silk,twill,printed,handloom,654309,2865,45.55533280740629,WH-C,Anita,Night,35.00952874685983,43.491600671185644,Looks fine,Medium
241.0,345.0,23.45125721102308,3.66856965913053,3,1.471266743705475,10,21.08188667792357,12.000130467774145,linen,,raw,powerloom,209462,495,10.782863200634592,WH-B,Anita,Morning,36.64276971442432,61.88039877954376,Looks fine,Low
275.0,247.0,94.62164046909098,1.3333549489774978,5,0.7348127840501553,3,33.719758906886895,10.71519614086041,polyester,plain,raw,handloom,671306,4938,24.989216598181354,WH-A,John,Evening,27.770797996929684,38.75120107289338,Minor issue,High
145.0,213.0,28.48354305852115,5.673925625356285,5,0.9878799045985202,0,20.394052293585503,13.787839795569264,cotton,,dyed,powerloom,583789,1214,22.035886493764043,WH-A,Priya,Evening,30.719396035018562,41.85263574847192,Looks fine,High
117.0,305.0,103.36116525954651,4.263878670538519,1,0.48224083548690433,13,33.972765888779335,6.245574291718576,wool,plain,raw,powerloom,384090,1075,53.14682763048231,WH-B,Suresh,Night,22.97223317436679,34.26228170997294,Approved,Low
315.0,234.0,82.73699458891781,9.19959344465434,1,0.7099763655853261,2,7.683417973938592,5.293940592963915,polyester,twill,printed,powerloom,920074,4391,36.863879964922916,WH-B,Suresh,Morning,30.839246060617512,86.23563149085395,Approved,Medium
258.0,126.0,103.4127888183991,0.7104270518850807,2,0.6559345137403981,2,39.241271473933594,14.841964779776543,cotton,,printed,handloom,418813,2843,57.02819918611436,WH-A,Suresh,Evening,31.713318148035818,89.2688690504938,Minor issue,High
234.0,275.0,29.729038629388437,1.3244082685134861,4,0.582239681961793,10,35.810018909929184,6.46383402072232,cotton,satin,printed,powerloom,271829,1392,7.135981899559548,WH-A,Suresh,Night,33.0182960226043,30.68676306270644,OK,Medium
202.0,,,2.0606740136326307,2,1.3576305821974246,10,10.981525455500456,13.288872740669788,cotton,plain,raw,handloom,515018,1455,41.38287822985281,WH-C,Priya,Morning,24.46177794446573,34.59623460063008,Recheck,Medium
297.0,146.0,35.08271468455723,5.665156463038544,1,0.5636496276692177,1,37.70108161497765,12.58917466387159,silk,twill,dyed,powerloom,468365,2193,19.617908122655976,WH-B,Priya,Morning,21.791629207863114,81.53151508723356,Approved,Medium
218.0,243.0,71.24695026587406,4.073433340666882,4,0.814593939557936,4,11.589593837443584,13.1030928390771,,satin,dyed,handloom,623559,4290,6.759114432066346,WH-B,Priya,Evening,20.101185796416903,78.93481209993979,OK,High
144.0,261.0,80.30786067366748,3.257081680921643,2,0.17904262675188076,14,21.994680492830664,3.3393908600853974,cotton,satin,raw,handloom,711283,1976,9.141840982029759,WH-A,Suresh,Night,42.791331461351724,78.96685681377627,Approved,Low
349.0,247.0,15.750439018269432,9.751311596266769,5,0.6855796884725447,11,28.545250487606275,5.526669059076408,linen,twill,printed,powerloom,404871,2132,7.6031059292333065,WH-B,Ramesh,Night,31.013929109564188,31.496002285807965,Approved,Low
306.0,,17.006567094343623,5.350898177727189,4,0.17758020366574984,13,29.76127899638127,6.030534152103423,silk,twill,dyed,handloom,336088,3947,52.33970203373416,WH-B,Priya,Morning,22.59195898758848,64.58378987840099,Approved,Low
226.0,294.0,54.308322634387,9.266173630238855,1,1.4783804620330896,4,17.115303408319747,13.342167478814604,silk,twill,raw,powerloom,209722,2419,12.030277813829667,WH-B,Ramesh,Morning,21.079161375670832,60.079066091303055,Recheck,Low
295.0,371.0,94.15570509071397,1.8476473056005058,5,1.222553518703451,14,25.07325313737747,8.153571011107731,polyester,satin,raw,handloom,184577,326,29.963794457121853,WH-C,Suresh,Night,39.305962635807276,68.02000397283683,Minor issue,Medium
161.0,283.0,95.33036513632665,6.643033697649046,4,0.5570290658226065,3,24.458549948814284,12.36183939102737,silk,twill,dyed,handloom,441081,1625,18.11564495153115,WH-B,Priya,Evening,41.4654787615615,57.62726695351732,Looks fine,High
109.0,314.0,114.77620524759796,8.692589839081615,4,0.17664479464158786,9,36.80536567553108,7.9168532050453715,linen,plain,printed,powerloom,303183,2915,56.58984068403996,WH-C,Suresh,Evening,33.0850154650175,50.46705013363433,Looks fine,Medium
232.0,220.0,107.23700115171427,8.777317461518233,4,1.337689627101758,6,16.037715989445537,11.561369266773182,cotton,twill,raw,powerloom,356463,1049,45.573246222511855,WH-C,John,Night,31.193261909853128,72.85481846890067,Looks fine,High
105.0,107.0,112.21200523769447,6.741381406846793,3,0.2871351996237764,13,17.614776432491862,7.064222105861519,linen,twill,printed,powerloom,706660,681,36.75745550645734,WH-B,Ramesh,Night,27.04862658528191,66.9457995115859,Recheck,Low
184.0,362.0,85.76497900883876,7.981550374046322,5,1.1043486457336906,8,10.285025862279335,5.946576977111256,polyester,twill,printed,powerloom,827055,3685,39.47501373257067,WH-B,Priya,Night,30.989165591868282,51.5795400139377,Recheck,Medium
225.0,217.0,96.19912279651851,9.83252093138578,4,0.7202515884078681,10,31.487843447732732,12.429034909850557,polyester,plain,raw,handloom,557128,2037,24.41077570132647,WH-B,John,Morning,40.380834166325954,87.76313550568673,Looks fine,Medium
323.0,233.0,105.08737784808022,6.488174058939593,1,1.0444671739540836,1,9.053946197337847,5.208066675480508,wool,satin,raw,powerloom,293884,29,52.985822899379514,WH-B,Suresh,Night,23.744522085989914,89.28914057420089,Recheck,High
233.0,171.0,26.659658964256835,5.8782320461767075,5,0.2526603198266311,5,5.555178332272329,13.993262582511855,linen,plain,printed,powerloom,866298,1091,11.87269910068936,WH-C,Priya,Morning,36.9172068694226,69.23314988562309,OK,Medium
341.0,355.0,55.82789469703575,8.894277137413043,1,1.164041804241471,0,38.649788427507715,13.485297271033106,wool,twill,printed,handloom,690881,1695,37.0438914899119,WH-A,John,Evening,37.80696330727636,48.64226849598325,Looks fine,High
192.0,243.0,100.83534464002307,2.6968740395803223,1,0.9555417480216979,9,33.05564525887488,5.5667249383798705,polyester,plain,printed,powerloom,372838,3936,33.61881179407652,WH-B,Priya,Evening,23.37338829851766,36.9761391729089,Looks fine,Medium
110.0,300.0,,6.356646895703909,3,0.6672955539125198,6,13.73724380074005,8.585683022483334,polyester,plain,printed,handloom,503145,3216,40.21414522575002,WH-C,Ramesh,Evening,42.40139917037294,57.70048462986777,OK,Medium
168.0,172.0,27.70472517063819,,3,0.41008645783997677,7,35.19323522005803,3.101535767978856,silk,plain,raw,powerloom,999911,1846,15.801501210651931,WH-C,Anita,Morning,36.84048631855942,87.37402182151536,Approved,Low
297.0,252.0,90.33485056948777,6.318667480837711,5,1.168254952428945,5,28.276231441327496,4.6141438082292225,linen,plain,printed,powerloom,314571,3335,6.618173596478634,WH-B,Ramesh,Morning,42.2107781702052,85.36829651945406,Minor issue,High
137.0,259.0,102.14465468039154,0.8209051076900871,4,1.4728878352328039,6,33.25074273940825,3.588349050239166,wool,plain,raw,handloom,363670,466,34.94684450741637,WH-C,Suresh,Morning,26.782443884774697,58.45578811235994,OK,High
327.0,284.0,107.36320650935617,7.176336832414189,2,0.1975486370891121,10,13.718097964298742,9.062553112730413,linen,satin,printed,handloom,731901,3936,54.51515166038653,WH-C,John,Evening,36.597658709435024,72.6393899242483,OK,Medium
325.0,383.0,49.828977556258245,1.419037051588794,5,0.9159147205685867,12,13.021354399156028,13.255613018875193,wool,satin,printed,handloom,601397,808,37.247462477243936,WH-C,Suresh,Morning,26.26634846121583,43.623235895890694,Recheck,Medium
259.0,156.0,74.14004805148491,4.434730536205288,1,0.2651240888257926,6,23.397799238081333,9.15159710890245,polyester,satin,raw,handloom,231972,3534,58.93670332360058,WH-C,Suresh,Evening,43.775262107990066,83.77758839780574,Looks fine,Medium
,264.0,89.35216368720997,3.0479248108874426,4,0.15431057078293323,1,18.319995534250282,9.205417665486193,polyester,plain,raw,handloom,984520,2432,28.792025388806955,WH-A,John,Night,39.33894148891655,48.14082820956235,Recheck,High
183.0,191.0,48.21280428708622,6.065341599413749,3,1.0661805299976213,14,34.863556474218676,5.050746453013724,cotton,plain,raw,handloom,789590,1332,50.17595915856242,WH-A,Ramesh,Morning,35.41945930151044,82.90634702308829,OK,Low
102.0,244.0,73.98921049250346,1.6798549269725485,1,1.389366881264105,2,29.98940298358997,4.053199985416004,silk,satin,dyed,handloom,666423,4860,8.832876856405694,WH-C,Ramesh,Night,44.58400451761113,36.82335553980981,Recheck,High
254.0,258.0,70.92924621645173,0.978781601360591,2,0.2456333213215912,1,24.63322207481786,4.362615639547114,polyester,satin,raw,handloom,220972,1922,36.16071675778498,WH-B,Priya,Morning,38.65039449576633,83.97149891137029,Looks fine,High
97.0,134.0,79.17296929931051,4.69681614183576,4,0.892370907085465,11,29.588202462205405,6.379200003171855,silk,satin,printed,handloom,147100,3829,22.304512213556453,WH-A,Ramesh,Night,27.03537778214464,45.30152318452768,Recheck,Medium
318.0,367.0,79.77254277558214,2.7693127635181685,5,0.3528165562665668,4,22.03272649009216,12.217372636033073,silk,twill,raw,handloom,751992,3831,55.90669474720241,WH-B,Anita,Evening,38.77302365367535,48.567508898850704,OK,High
213.0,314.0,93.02964607913204,4.76679886925614,2,0.9298121343320319,1,21.882570213915262,14.718291594105608,polyester,twill,dyed,handloom,219351,3494,23.554131077439187,WH-C,Priya,Night,39.98382232192824,72.58134344024344,Looks fine,High
212.0,262.0,63.813151590311385,9.587635867277848,3,0.4546938850936366,1,13.6562957069384,7.549325258793748,polyester,twill,printed,powerloom,271819,1063,52.42902840924945,WH-A,Priya,Evening,44.40041860209341,33.78089178176183,Approved,Medium
114.0,283.0,53.24158346265298,5.7531011291706,5,0.88771772704757,2,17.6154164795475,4.8687730230498545,polyester,plain,raw,powerloom,214340,429,9.424447244648736,WH-B,Ramesh,Evening,42.91470507755464,52.437369698458525,Approved,High
123.0,294.0,23.223792698735807,4.8519387646526635,5,0.4458718928485037,13,7.433067776199987,7.214548093916003,silk,plain,raw,powerloom,658160,1251,57.43176911733872,WH-A,Priya,Evening,30.718193920376162,76.13746738431482,Minor issue,Low
83.0,256.0,16.966796409700233,2.4085680963631235,5,0.44908261711477326,6,33.647126009479045,3.1155445196534037,polyester,plain,dyed,powerloom,456771,2182,5.4780564585511495,WH-C,Anita,Night,32.841874977323265,72.70963374235619,Minor issue,Medium
248.0,249.0,73.66102386129958,4.647573910311651,2,0.425229646073619,14,26.248837514830427,3.9160778041147912,polyester,plain,raw,handloom,358736,3447,30.045767331358874,WH-C,Ramesh,Night,29.046918507859502,37.05206914841169,Approved,Low
281.0,146.0,97.9054060610469,9.220446466130076,4,1.4531279081092812,0,38.01946793787261,10.909930258124206,silk,satin,raw,handloom,557517,2403,6.809523606223056,WH-C,Anita,Evening,42.93693060765267,52.84520219237947,OK,High
211.0,385.0,93.2122949976142,2.4273363649938426,3,1.4640280970073118,1,34.44117062360469,14.125127229336538,linen,satin,raw,handloom,887947,4404,54.881532178136396,WH-C,Suresh,,25.989845327220344,72.13788231311734,Looks fine,High
140.0,,62.03849104611271,3.241535650251883,4,0.6314085927212135,12,18.766487273550858,6.951159102382024,wool,satin,raw,powerloom,216727,277,10.120894053547833,WH-A,Anita,Night,25.601545583021014,81.25651625136783,Minor issue,Low
,335.0,24.23257249926749,0.9784382637186734,5,0.24894465497197577,2,16.250967385571677,13.793151731505942,wool,satin,printed,handloom,506415,1486,30.093847064732273,WH-A,Anita,,39.54772149493665,73.07359208192332,Recheck,High
331.0,350.0,30.76723593558261,3.0239335515575254,3,1.3333347890148264,1,33.53421833706951,6.226486922367441,cotton,,dyed,handloom,315043,2460,38.65043176399524,WH-A,Anita,Night,26.326168982125704,51.29243198856246,OK,High
,100.0,34.812421337520504,1.7625873659484042,3,0.4145876827707693,12,39.69916055175983,11.220052971739781,cotton,,dyed,powerloom,566203,1795,18.086688472817546,WH-A,Suresh,Morning,34.29024216824412,52.44755990958966,Looks fine,Low
200.0,94.0,71.9611693087717,7.300888606737614,3,0.659426461775575,12,30.31072691513452,4.048210994820015,linen,plain,printed,handloom,890832,829,43.312331895611415,WH-C,Priya,Evening,21.715637241558998,32.3655382572314,Minor issue,Low
282.0,99.0,101.10134039269734,6.5842961114772205,3,1.3207857037382549,7,27.338064738727915,7.776835720910899,wool,plain,dyed,handloom,343593,3342,38.83415014838602,WH-C,Priya,Evening,21.697479010872215,82.20837699398535,Recheck,Medium
344.0,,65.14568573640547,1.6682874410260873,1,1.056103835200309,12,36.57263087277208,5.805535767933094,wool,twill,raw,powerloom,756080,3023,39.222513534181545,WH-C,Anita,Night,42.86216499595089,50.67634638629166,Minor issue,Low
135.0,256.0,,,3,0.7662699773472218,1,24.576702908900536,3.339030303624359,polyester,twill,dyed,powerloom,573488,2725,50.075309553875954,WH-B,Anita,Morning,23.75185646625981,71.33743182107926,Recheck,High
343.0,316.0,45.387382306601864,4.805535649970213,2,0.5246318642447467,8,39.137697847588164,12.09773352716331,polyester,twill,dyed,powerloom,515503,2922,23.142001182157347,WH-B,Priya,Morning,36.06894420325787,37.41911119662027,Minor issue,Medium
235.0,311.0,82.9979277926487,4.787060624903925,2,0.3041352388079919,14,33.9932613288489,5.34530145181221,polyester,twill,printed,handloom,334229,1727,24.450050834401083,WH-A,Ramesh,Morning,26.80049453588251,75.8564014981022,Minor issue,Low
323.0,237.0,33.91534275431079,4.541384620659818,5,0.355699749976198,5,11.293938746941798,10.061960555198107,wool,plain,raw,powerloom,906733,2613,36.449242931707595,WH-A,Suresh,Evening,44.99293846360638,70.16263683447728,Recheck,Medium
188.0,169.0,96.27096862291737,5.683013549070391,4,1.2615181343059292,10,11.699281223015806,13.186020342831771,wool,plain,printed,powerloom,440838,785,39.49227836675332,WH-C,John,Evening,36.63611149278398,31.504364375398342,Recheck,Medium
139.0,242.0,57.467677276550155,9.835030534341916,5,0.605169104107167,6,14.181314106503397,12.912691472206866,,twill,raw,powerloom,546969,1273,22.889574640747007,WH-A,Suresh,Night,42.512479798489586,38.13388410887686,Minor issue,Medium
186.0,300.0,71.44010323013842,5.430907419396802,2,0.20829708026617588,14,29.315953520628234,13.486378640188898,wool,plain,raw,powerloom,916690,4886,7.721032505813063,WH-A,John,Night,37.18730906088326,43.554165344130894,Looks fine,Low
299.0,207.0,108.80267674400226,5.611254574892523,4,0.8998648777186374,8,23.569958666359348,11.330245915101285,linen,twill,dyed,handloom,435118,988,21.26704755021783,WH-A,John,Morning,44.989703363698865,40.3480290585914,Minor issue,High
250.0,110.0,46.02937614699008,3.3552391034575484,5,0.2492910669634321,0,9.996112955072281,4.018717245614112,cotton,plain,dyed,handloom,842901,1837,31.48532208596158,WH-C,Ramesh,Morning,32.74143537872315,49.96624478414881,OK,High
84.0,205.0,52.03429249947977,8.444350605965777,5,0.49163960291425657,1,14.27241626595295,4.445165459480281,,twill,dyed,handloom,401644,2060,38.96653056799651,WH-A,Anita,Night,25.285576686970586,57.77876600261894,OK,High
117.0,242.0,27.463789459285778,2.9702480815111842,5,0.2864251310315434,8,24.53297561438039,5.721501307419976,polyester,satin,dyed,handloom,254747,2560,15.421073250971494,WH-B,Priya,Evening,30.91763043489252,63.166818387617084,Looks fine,Medium
,121.0,67.7770184540023,9.254332713310236,2,0.32393933248878826,5,8.6360896410969,3.870246425736747,silk,plain,raw,powerloom,879730,4308,5.746417365086527,WH-C,Anita,Night,23.569444822434605,52.41995640315154,Minor issue,Low
328.0,359.0,102.57118214125752,,4,0.9263417763014024,10,35.43897168782938,6.488669106023234,silk,twill,raw,powerloom,262405,4376,17.150314386042282,WH-B,John,Morning,27.275903099380006,88.4219462220126,OK,Medium
188.0,,108.12612812407697,6.409880695203181,5,0.7758044633670927,11,31.246365069073022,12.070979979700546,silk,twill,dyed,handloom,356826,850,44.894302827825584,WH-A,Ramesh,Evening,40.4173288212773,50.31095187393365,Recheck,Medium
109.0,355.0,18.310588653736083,9.614005248088663,2,0.9741298365566916,3,30.889706576422117,4.375279382318308,silk,twill,raw,handloom,883374,883,28.619137434816874,WH-B,Priya,Night,20.411497511999674,61.62214223994243,Looks fine,Low
102.0,265.0,,5.511185494010025,3,1.1938257975749231,5,7.706511220162213,14.806144011461246,silk,satin,raw,handloom,730769,3340,28.404777383869988,WH-A,John,Evening,28.498370377393208,74.98094009992029,Approved,Medium
,193.0,38.25874702851944,6.226141102592168,5,0.2545356022167233,12,26.90668010518124,11.675937262663108,linen,satin,printed,powerloom,870840,3162,8.644714535149559,WH-C,Anita,Evening,42.96509780687118,62.85060025403637,Minor issue,Low
331.0,175.0,95.35965764326863,2.5224901217163684,4,0.17908042476932998,10,6.478418097798064,6.039440940100968,wool,twill,printed,powerloom,677891,2595,34.91210401350421,WH-B,Priya,Evening,40.4509273779326,79.4120600112307,Minor issue,Medium
220.0,211.0,29.27381660143789,3.1734678916663506,4,0.49503880318321136,4,28.619509284559076,9.030525816679479,wool,satin,raw,handloom,248419,740,29.581540242252874,WH-B,Anita,Night,26.126805378616776,70.97428756827635,Approved,Medium
209.0,355.0,104.03508003617132,9.25948771198094,1,0.4564318895531133,0,13.90526072080274,3.3265739263929293,silk,plain,dyed,handloom,809839,2586,6.602112303806395,WH-B,Priya,Morning,30.815646486670182,86.22782431632189,OK,High
268.0,,78.0879726556889,8.533077460869958,4,1.4572628488800121,8,18.210301669594262,8.408751574089841,wool,plain,raw,handloom,807147,1033,19.289459515146923,WH-B,Priya,Evening,32.78292393868689,59.00016686736925,Approved,Medium
96.0,325.0,17.078291713722876,2.1276806204675225,2,0.26582348689394625,13,11.798603472469178,11.739338349090765,silk,plain,dyed,powerloom,939634,1427,54.9207662510669,WH-C,Ramesh,Night,31.554984852450104,30.90748690895355,Minor issue,Low
325.0,188.0,118.2957309629495,9.60705828098977,3,1.1419634904027778,3,32.850831728698296,11.598635840732772,linen,satin,dyed,handloom,412455,2485,57.00727983290744,WH-B,Anita,Morning,28.703618878248754,49.013407652220494,Recheck,High
242.0,255.0,119.81482660923837,9.797491773553684,4,1.4419717749096748,0,38.19191005789066,6.309365261492168,polyester,twill,printed,powerloom,402802,4236,21.372239231479863,WH-B,Priya,Morning,42.254873453615375,31.756107080096104,OK,High
88.0,,85.1211429030135,8.942806014082006,1,0.5683072671773975,7,12.307742096448067,6.645995244143519,silk,twill,printed,powerloom,129344,3744,23.890356247683005,WH-B,Priya,Evening,24.11519306981397,81.0267478143243,Approved,Low
172.0,90.0,110.59646486548067,0.6207292270339824,2,1.3427082723931771,2,33.37880207411034,7.4385638049509355,cotton,twill,raw,handloom,200815,4087,18.210374716415803,WH-A,Suresh,Night,27.814459971299847,33.223927323924315,Looks fine,High
300.0,164.0,23.068584217031187,2.7354647974615816,5,0.9105489006721847,10,26.5442452928776,6.927415047277603,cotton,plain,printed,handloom,238497,3923,14.943631139944426,WH-A,Anita,Night,21.175687676294093,89.02325050820411,Recheck,Low
88.0,226.0,,2.0238255604849833,3,0.2228873187480211,6,10.30955469106769,5.043441319004205,wool,twill,printed,handloom,184692,3181,36.32426894127542,WH-B,John,Evening,38.167140234316435,30.353868754483553,Recheck,Medium
268.0,110.0,23.789254076543248,1.5049692264268324,2,0.6569407234798301,0,36.34717976571143,10.660865054633819,,twill,printed,powerloom,663102,4183,20.110144639175278,WH-B,Ramesh,Morning,35.243446152807465,74.87667459088819,Approved,High
307.0,138.0,16.7786477018487,7.8316533257215,3,1.4485497444742323,10,24.249805613395978,6.2142504372919944,wool,twill,raw,handloom,242208,4343,10.09540887973461,WH-C,Anita,Evening,20.43437257131469,73.50677987062303,Recheck,Low
