record_id,material_key,material,condition,contamination,damage_level,weight_kg,matched_rule_id,matched_rule_name,recommendation,recovery_category,sustainability_score,reuse_score,recovery_score,circularity_level,assessment_status,requires_manual_review,estimated_co2_saved_kg,estimated_water_saved_liters,estimated_energy_saved_kwh,estimated_landfill_diverted_kg,dataset_type,dataset_purpose
TXT-02783,silk,Silk,good,none,severe,8.46,RULE-010,Silk reuse and upcycling,Upcycling,Upcycling,66,90,80,Medium,Completed,False,46.53,10998.0,101.52,7.61,Synthetic,Educational sustainability analytics
TXT-02784,denim,Denim,fair,low,moderate,12.01,RULE-006,Repairable textile,Repair and Reuse,Repair,60,90,85,Medium,Completed,False,78.06,20417.0,168.14,11.41,Synthetic,Educational sustainability analytics
TXT-02785,nylon,Nylon,good,low,severe,39.57,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,48,65,75,Low,Completed,False,118.71,23742.0,276.99,31.66,Synthetic,Educational sustainability analytics
TXT-02786,linen,Linen,poor,low,moderate,14.05,RULE-008,Linen mechanical recycling,Mechanical Recycling,Recycling,48,90,75,Low,Completed,False,56.2,11942.5,126.45,11.94,Synthetic,Educational sustainability analytics
TXT-02787,nylon,Nylon,excellent,low,minor,0.37,RULE-004,Excellent condition direct reuse,Direct Reuse,Reuse,75,65,95,Medium,Completed,False,2.96,814.0,6.66,0.37,Synthetic,Educational sustainability analytics
TXT-02788,acrylic,Acrylic,good,low,none,35.3,RULE-005,Good condition donation,Donation,Reuse,74,65,95,Medium,Completed,False,247.1,67070.0,564.8,35.3,Synthetic,Educational sustainability analytics
TXT-02789,silk,Silk,poor,low,moderate,7.64,RULE-021,General recyclable textile fallback,Fiber Recovery,Recycling,38,90,75,Low,Manual Review Required,True,22.92,4584.0,53.48,6.11,Synthetic,Educational sustainability analytics
TXT-02790,mixed_fabric,Mixed Fabric,poor,medium,minor,10.51,RULE-018,Mixed fabric material separation,Material Separation,Specialized Recycling,18,65,65,Low,Manual Review Required,True,21.02,4204.0,52.55,6.83,Synthetic,Educational sustainability analytics
TXT-02791,silk,Silk,fair,high,none,7.3,RULE-002,High contamination handling,Specialized Treatment,Industrial Recovery,10,90,50,Low,Manual Review Required,True,3.65,584.0,7.3,2.19,Synthetic,Educational sustainability analytics
TXT-02792,acrylic,Acrylic,good,low,minor,1.14,RULE-005,Good condition donation,Donation,Reuse,70,65,95,Medium,Completed,False,7.98,2166.0,18.24,1.14,Synthetic,Educational sustainability analytics
TXT-02793,linen,Linen,excellent,hazardous,none,14.91,RULE-001,Hazardous contamination handling,Hazardous Textile Waste Treatment,Specialized Disposal,0,90,20,Low,Manual Review Required,True,0.0,0.0,0.0,1.49,Synthetic,Educational sustainability analytics
TXT-02794,silk,Silk,good,medium,moderate,14.98,RULE-020,Medium contamination cleaning,Cleaning and Reassessment,Preprocessing,26,90,50,Low,Manual Review Required,True,14.98,2247.0,29.96,5.99,Synthetic,Educational sustainability analytics
TXT-02795,silk,Silk,fair,none,minor,13.44,RULE-010,Silk reuse and upcycling,Upcycling,Upcycling,74,90,80,Medium,Completed,False,73.92,17472.0,161.28,12.1,Synthetic,Educational sustainability analytics
TXT-02796,denim,Denim,good,none,severe,7.76,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,64,90,75,Medium,Completed,False,23.28,4656.0,54.32,6.21,Synthetic,Educational sustainability analytics
TXT-02797,nylon,Nylon,good,medium,none,13.62,RULE-020,Medium contamination cleaning,Cleaning and Reassessment,Preprocessing,29,65,50,Low,Manual Review Required,True,13.62,2043.0,27.24,5.45,Synthetic,Educational sustainability analytics
TXT-02798,linen,Linen,fair,low,minor,6.55,RULE-019,Low contamination general upcycling,Upcycling,Upcycling,64,90,80,Medium,Completed,False,36.02,8515.0,78.6,5.89,Synthetic,Educational sustainability analytics
TXT-02799,cotton,Cotton,poor,medium,minor,6.36,RULE-021,General recyclable textile fallback,Fiber Recovery,Recycling,29,90,75,Low,Manual Review Required,True,19.08,3816.0,44.52,5.09,Synthetic,Educational sustainability analytics
TXT-02800,polyester,Polyester,good,medium,severe,17.29,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,32,65,75,Low,Completed,False,51.87,10374.0,121.03,13.83,Synthetic,Educational sustainability analytics
TXT-02801,acrylic,Acrylic,excellent,none,moderate,9.53,,,Manual Review,Unknown,40,65,30,Low,Manual Review Required,True,0.0,0.0,0.0,0.0,Synthetic,Educational sustainability analytics
TXT-02802,acrylic,Acrylic,fair,high,none,12.53,RULE-002,High contamination handling,Specialized Treatment,Industrial Recovery,3,65,50,Low,Manual Review Required,True,6.26,1002.4,12.53,3.76,Synthetic,Educational sustainability analytics
TXT-02803,wool,Wool,excellent,none,minor,14.93,RULE-004,Excellent condition direct reuse,Direct Reuse,Reuse,91,90,95,High,Completed,False,119.44,32846.0,268.74,14.93,Synthetic,Educational sustainability analytics
TXT-02804,silk,Silk,poor,low,severe,14.22,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,40,90,75,Low,Completed,False,42.66,8532.0,99.54,11.38,Synthetic,Educational sustainability analytics
TXT-02805,acrylic,Acrylic,good,medium,moderate,39.46,RULE-020,Medium contamination cleaning,Cleaning and Reassessment,Preprocessing,19,65,50,Low,Manual Review Required,True,39.46,5919.0,78.92,15.78,Synthetic,Educational sustainability analytics
TXT-02806,mixed_fabric,Mixed Fabric,good,low,minor,28.34,RULE-018,Mixed fabric material separation,Material Separation,Specialized Recycling,47,65,65,Low,Manual Review Required,True,56.68,11336.0,141.7,18.42,Synthetic,Educational sustainability analytics
TXT-02807,linen,Linen,fair,high,minor,14.69,RULE-002,High contamination handling,Specialized Treatment,Industrial Recovery,6,90,50,Low,Manual Review Required,True,7.34,1175.2,14.69,4.41,Synthetic,Educational sustainability analytics
TXT-02808,cotton,Cotton,excellent,low,moderate,1.07,RULE-021,General recyclable textile fallback,Fiber Recovery,Recycling,56,90,75,Medium,Manual Review Required,True,3.21,642.0,7.49,0.86,Synthetic,Educational sustainability analytics
TXT-02809,rayon,Rayon,poor,none,severe,0.86,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,44,65,75,Low,Completed,False,2.58,516.0,6.02,0.69,Synthetic,Educational sustainability analytics
TXT-02810,polyester,Polyester,excellent,none,moderate,12.52,RULE-021,General recyclable textile fallback,Fiber Recovery,Recycling,60,65,75,Medium,Manual Review Required,True,37.56,7512.0,87.64,10.02,Synthetic,Educational sustainability analytics
TXT-02811,acrylic,Acrylic,fair,low,minor,3.88,RULE-017,Acrylic industrial recovery,Industrial Recovery,Industrial Recovery,34,65,50,Low,Manual Review Required,True,6.98,1164.0,15.52,2.33,Synthetic,Educational sustainability analytics
TXT-02812,wool,Wool,excellent,low,minor,5.81,RULE-004,Excellent condition direct reuse,Direct Reuse,Reuse,81,90,95,High,Completed,False,46.48,12782.0,104.58,5.81,Synthetic,Educational sustainability analytics
TXT-02813,cotton,Cotton,excellent,low,moderate,2.21,RULE-021,General recyclable textile fallback,Fiber Recovery,Recycling,56,90,75,Medium,Manual Review Required,True,6.63,1326.0,15.47,1.77,Synthetic,Educational sustainability analytics
TXT-02814,acrylic,Acrylic,poor,none,none,49.95,RULE-017,Acrylic industrial recovery,Industrial Recovery,Industrial Recovery,41,65,50,Low,Manual Review Required,True,89.91,14985.0,199.8,29.97,Synthetic,Educational sustainability analytics
TXT-02815,linen,Linen,fair,medium,moderate,7.56,RULE-008,Linen mechanical recycling,Mechanical Recycling,Recycling,41,90,75,Low,Completed,False,30.24,6426.0,68.04,6.43,Synthetic,Educational sustainability analytics
TXT-02816,cotton,Cotton,good,low,none,13.98,RULE-005,Good condition donation,Donation,Reuse,81,90,95,High,Completed,False,97.86,26562.0,223.68,13.98,Synthetic,Educational sustainability analytics
TXT-02817,denim,Denim,good,low,moderate,13.41,RULE-006,Repairable textile,Repair and Reuse,Repair,66,90,85,Medium,Completed,False,87.17,22797.0,187.74,12.74,Synthetic,Educational sustainability analytics
TXT-02818,mixed_fabric,Mixed Fabric,good,hazardous,moderate,21.73,RULE-001,Hazardous contamination handling,Hazardous Textile Waste Treatment,Specialized Disposal,0,65,20,Low,Manual Review Required,True,0.0,0.0,0.0,2.17,Synthetic,Educational sustainability analytics
TXT-02819,acrylic,Acrylic,poor,none,none,5.67,RULE-017,Acrylic industrial recovery,Industrial Recovery,Industrial Recovery,41,65,50,Low,Manual Review Required,True,10.21,1701.0,22.68,3.4,Synthetic,Educational sustainability analytics
TXT-02820,nylon,Nylon,poor,medium,severe,6.4,RULE-015,Nylon chemical recycling,Chemical Recycling,Recycling,19,65,75,Low,Completed,False,22.4,4480.0,48.0,5.12,Synthetic,Educational sustainability analytics
TXT-02821,linen,Linen,excellent,low,minor,3.59,RULE-004,Excellent condition direct reuse,Direct Reuse,Reuse,81,90,95,High,Completed,False,28.72,7898.0,64.62,3.59,Synthetic,Educational sustainability analytics
TXT-02822,cotton,Cotton,excellent,high,minor,1.95,RULE-002,High contamination handling,Specialized Treatment,Industrial Recovery,16,90,50,Low,Manual Review Required,True,0.97,156.0,1.95,0.58,Synthetic,Educational sustainability analytics
TXT-02823,wool,Wool,good,hazardous,moderate,13.24,RULE-001,Hazardous contamination handling,Hazardous Textile Waste Treatment,Specialized Disposal,0,90,20,Low,Manual Review Required,True,0.0,0.0,0.0,1.32,Synthetic,Educational sustainability analytics
TXT-02824,rayon,Rayon,good,none,minor,0.61,RULE-005,Good condition donation,Donation,Reuse,80,65,95,High,Completed,False,4.27,1159.0,9.76,0.61,Synthetic,Educational sustainability analytics
TXT-02825,polyester,Polyester,good,medium,none,14.59,RULE-020,Medium contamination cleaning,Cleaning and Reassessment,Preprocessing,29,65,50,Low,Manual Review Required,True,14.59,2188.5,29.18,5.84,Synthetic,Educational sustainability analytics
TXT-02826,acrylic,Acrylic,poor,none,moderate,14.9,RULE-017,Acrylic industrial recovery,Industrial Recovery,Industrial Recovery,31,65,50,Low,Manual Review Required,True,26.82,4470.0,59.6,8.94,Synthetic,Educational sustainability analytics
TXT-02827,cotton,Cotton,fair,hazardous,none,7.84,RULE-001,Hazardous contamination handling,Hazardous Textile Waste Treatment,Specialized Disposal,0,90,20,Low,Manual Review Required,True,0.0,0.0,0.0,0.78,Synthetic,Educational sustainability analytics
TXT-02828,nylon,Nylon,good,low,moderate,1.37,RULE-006,Repairable textile,Repair and Reuse,Repair,60,65,85,Medium,Completed,False,8.91,2329.0,19.18,1.3,Synthetic,Educational sustainability analytics
TXT-02829,mixed_fabric,Mixed Fabric,fair,high,minor,0.4,RULE-002,High contamination handling,Specialized Treatment,Industrial Recovery,0,65,50,Low,Manual Review Required,True,0.2,32.0,0.4,0.12,Synthetic,Educational sustainability analytics
TXT-02830,linen,Linen,good,hazardous,minor,2.63,RULE-001,Hazardous contamination handling,Hazardous Textile Waste Treatment,Specialized Disposal,0,90,20,Low,Manual Review Required,True,0.0,0.0,0.0,0.26,Synthetic,Educational sustainability analytics
TXT-02831,nylon,Nylon,excellent,medium,severe,8.03,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,37,65,75,Low,Completed,False,24.09,4818.0,56.21,6.42,Synthetic,Educational sustainability analytics
TXT-02832,silk,Silk,fair,high,minor,10.51,RULE-002,High contamination handling,Specialized Treatment,Industrial Recovery,6,90,50,Low,Manual Review Required,True,5.25,840.8,10.51,3.15,Synthetic,Educational sustainability analytics
TXT-02833,nylon,Nylon,poor,low,minor,12.32,RULE-015,Nylon chemical recycling,Chemical Recycling,Recycling,48,65,75,Low,Completed,False,43.12,8624.0,92.4,9.86,Synthetic,Educational sustainability analytics
TXT-02834,wool,Wool,good,none,moderate,2.03,RULE-006,Repairable textile,Repair and Reuse,Repair,76,90,85,Medium,Completed,False,13.19,3451.0,28.42,1.93,Synthetic,Educational sustainability analytics
TXT-02835,acrylic,Acrylic,fair,none,minor,11.99,RULE-017,Acrylic industrial recovery,Industrial Recovery,Industrial Recovery,44,65,50,Low,Manual Review Required,True,21.58,3597.0,47.96,7.19,Synthetic,Educational sustainability analytics
TXT-02836,linen,Linen,excellent,medium,minor,5.64,RULE-021,General recyclable textile fallback,Fiber Recovery,Recycling,47,90,75,Low,Manual Review Required,True,16.92,3384.0,39.48,4.51,Synthetic,Educational sustainability analytics
TXT-02837,rayon,Rayon,good,none,none,1.85,RULE-005,Good condition donation,Donation,Reuse,84,65,95,High,Completed,False,12.95,3515.0,29.6,1.85,Synthetic,Educational sustainability analytics
TXT-02838,silk,Silk,good,medium,minor,9.3,RULE-020,Medium contamination cleaning,Cleaning and Reassessment,Preprocessing,32,90,50,Low,Manual Review Required,True,9.3,1395.0,18.6,3.72,Synthetic,Educational sustainability analytics
TXT-02839,rayon,Rayon,fair,low,severe,6.69,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,42,65,75,Low,Completed,False,20.07,4014.0,46.83,5.35,Synthetic,Educational sustainability analytics
TXT-02840,nylon,Nylon,fair,none,minor,11.19,RULE-015,Nylon chemical recycling,Chemical Recycling,Recycling,66,65,75,Medium,Completed,False,39.16,7833.0,83.92,8.95,Synthetic,Educational sustainability analytics
TXT-02841,rayon,Rayon,good,none,severe,10.34,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,58,65,75,Medium,Completed,False,31.02,6204.0,72.38,8.27,Synthetic,Educational sustainability analytics
TXT-02842,polyester,Polyester,poor,low,none,12.06,RULE-021,General recyclable textile fallback,Fiber Recovery,Recycling,42,65,75,Low,Manual Review Required,True,36.18,7236.0,84.42,9.65,Synthetic,Educational sustainability analytics
TXT-02843,polyester,Polyester,fair,low,minor,5.07,RULE-014,Polyester mechanical recycling,Mechanical Recycling,Recycling,56,65,75,Medium,Completed,False,20.28,4309.5,45.63,4.31,Synthetic,Educational sustainability analytics
TXT-02844,silk,Silk,excellent,low,moderate,10.84,RULE-010,Silk reuse and upcycling,Upcycling,Upcycling,68,90,80,Medium,Completed,False,59.62,14092.0,130.08,9.76,Synthetic,Educational sustainability analytics
TXT-02845,acrylic,Acrylic,poor,none,severe,3.6,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,44,65,75,Low,Completed,False,10.8,2160.0,25.2,2.88,Synthetic,Educational sustainability analytics
TXT-02846,linen,Linen,excellent,high,severe,11.16,RULE-002,High contamination handling,Specialized Treatment,Industrial Recovery,2,90,50,Low,Manual Review Required,True,5.58,892.8,11.16,3.35,Synthetic,Educational sustainability analytics
TXT-02847,acrylic,Acrylic,excellent,high,minor,7.81,RULE-002,High contamination handling,Specialized Treatment,Industrial Recovery,10,65,50,Low,Manual Review Required,True,3.9,624.8,7.81,2.34,Synthetic,Educational sustainability analytics
TXT-02848,polyester,Polyester,poor,none,none,13.77,RULE-021,General recyclable textile fallback,Fiber Recovery,Recycling,52,65,75,Low,Manual Review Required,True,41.31,8262.0,96.39,11.02,Synthetic,Educational sustainability analytics
TXT-02849,denim,Denim,good,low,severe,8.12,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,54,90,75,Low,Completed,False,24.36,4872.0,56.84,6.5,Synthetic,Educational sustainability analytics
TXT-02850,denim,Denim,fair,low,moderate,11.81,RULE-006,Repairable textile,Repair and Reuse,Repair,60,90,85,Medium,Completed,False,76.77,20077.0,165.34,11.22,Synthetic,Educational sustainability analytics
TXT-02851,polyester,Polyester,excellent,medium,moderate,10.11,RULE-021,General recyclable textile fallback,Fiber Recovery,Recycling,35,65,75,Low,Manual Review Required,True,30.33,6066.0,70.77,8.09,Synthetic,Educational sustainability analytics
TXT-02852,silk,Silk,fair,none,moderate,32.94,RULE-006,Repairable textile,Repair and Reuse,Repair,70,90,85,Medium,Completed,False,214.11,55998.0,461.16,31.29,Synthetic,Educational sustainability analytics
TXT-02853,linen,Linen,poor,medium,severe,6.5,RULE-008,Linen mechanical recycling,Mechanical Recycling,Recycling,25,90,75,Low,Completed,False,26.0,5525.0,58.5,5.52,Synthetic,Educational sustainability analytics
TXT-02854,mixed_fabric,Mixed Fabric,fair,medium,severe,9.06,RULE-018,Mixed fabric material separation,Material Separation,Specialized Recycling,12,65,65,Low,Manual Review Required,True,18.12,3624.0,45.3,5.89,Synthetic,Educational sustainability analytics
TXT-02855,linen,Linen,poor,none,moderate,7.29,RULE-008,Linen mechanical recycling,Mechanical Recycling,Recycling,58,90,75,Medium,Completed,False,29.16,6196.5,65.61,6.2,Synthetic,Educational sustainability analytics
TXT-02856,linen,Linen,poor,medium,minor,12.19,RULE-021,General recyclable textile fallback,Fiber Recovery,Recycling,29,90,75,Low,Manual Review Required,True,36.57,7314.0,85.33,9.75,Synthetic,Educational sustainability analytics
TXT-02857,mixed_fabric,Mixed Fabric,fair,hazardous,moderate,2.16,RULE-001,Hazardous contamination handling,Hazardous Textile Waste Treatment,Specialized Disposal,0,65,20,Low,Manual Review Required,True,0.0,0.0,0.0,0.22,Synthetic,Educational sustainability analytics
TXT-02858,silk,Silk,poor,low,moderate,3.68,RULE-021,General recyclable textile fallback,Fiber Recovery,Recycling,38,90,75,Low,Manual Review Required,True,11.04,2208.0,25.76,2.94,Synthetic,Educational sustainability analytics
TXT-02859,mixed_fabric,Mixed Fabric,fair,none,none,8.34,RULE-018,Mixed fabric material separation,Material Separation,Specialized Recycling,55,65,65,Medium,Manual Review Required,True,16.68,3336.0,41.7,5.42,Synthetic,Educational sustainability analytics
TXT-02860,cotton,Cotton,good,medium,severe,14.75,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,39,90,75,Low,Completed,False,44.25,8850.0,103.25,11.8,Synthetic,Educational sustainability analytics
TXT-02861,acrylic,Acrylic,poor,high,moderate,3.34,RULE-002,High contamination handling,Specialized Treatment,Industrial Recovery,0,65,50,Low,Manual Review Required,True,1.67,267.2,3.34,1.0,Synthetic,Educational sustainability analytics
TXT-02862,wool,Wool,excellent,medium,none,13.36,RULE-021,General recyclable textile fallback,Fiber Recovery,Recycling,51,90,75,Low,Manual Review Required,True,40.08,8016.0,93.52,10.69,Synthetic,Educational sustainability analytics
TXT-02863,cotton,Cotton,excellent,low,minor,0.87,RULE-004,Excellent condition direct reuse,Direct Reuse,Reuse,81,90,95,High,Completed,False,6.96,1914.0,15.66,0.87,Synthetic,Educational sustainability analytics
TXT-02864,cotton,Cotton,fair,low,moderate,12.07,RULE-006,Repairable textile,Repair and Reuse,Repair,60,90,85,Medium,Completed,False,78.45,20519.0,168.98,11.47,Synthetic,Educational sustainability analytics
TXT-02865,rayon,Rayon,fair,none,moderate,3.0,RULE-006,Repairable textile,Repair and Reuse,Repair,64,65,85,Medium,Completed,False,19.5,5100.0,42.0,2.85,Synthetic,Educational sustainability analytics
TXT-02866,nylon,Nylon,fair,none,severe,8.38,RULE-015,Nylon chemical recycling,Chemical Recycling,Recycling,52,65,75,Low,Completed,False,29.33,5866.0,62.85,6.7,Synthetic,Educational sustainability analytics
TXT-02867,denim,Denim,fair,low,none,0.9,RULE-021,General recyclable textile fallback,Fiber Recovery,Recycling,56,90,75,Medium,Manual Review Required,True,2.7,540.0,6.3,0.72,Synthetic,Educational sustainability analytics
TXT-02868,rayon,Rayon,good,medium,moderate,2.25,RULE-020,Medium contamination cleaning,Cleaning and Reassessment,Preprocessing,19,65,50,Low,Manual Review Required,True,2.25,337.5,4.5,0.9,Synthetic,Educational sustainability analytics
TXT-02869,denim,Denim,good,high,moderate,11.89,RULE-002,High contamination handling,Specialized Treatment,Industrial Recovery,6,90,50,Low,Manual Review Required,True,5.95,951.2,11.89,3.57,Synthetic,Educational sustainability analytics
TXT-02870,cotton,Cotton,excellent,medium,severe,11.32,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,43,90,75,Low,Completed,False,33.96,6792.0,79.24,9.06,Synthetic,Educational sustainability analytics
TXT-02871,wool,Wool,excellent,medium,minor,11.18,RULE-021,General recyclable textile fallback,Fiber Recovery,Recycling,47,90,75,Low,Manual Review Required,True,33.54,6708.0,78.26,8.94,Synthetic,Educational sustainability analytics
TXT-02872,nylon,Nylon,good,none,none,6.65,RULE-005,Good condition donation,Donation,Reuse,84,65,95,High,Completed,False,46.55,12635.0,106.4,6.65,Synthetic,Educational sustainability analytics
TXT-02873,nylon,Nylon,good,none,none,13.76,RULE-005,Good condition donation,Donation,Reuse,84,65,95,High,Completed,False,96.32,26144.0,220.16,13.76,Synthetic,Educational sustainability analytics
TXT-02874,linen,Linen,poor,medium,moderate,14.15,RULE-008,Linen mechanical recycling,Mechanical Recycling,Recycling,33,90,75,Low,Completed,False,56.6,12027.5,127.35,12.03,Synthetic,Educational sustainability analytics
TXT-02875,linen,Linen,excellent,low,minor,12.31,RULE-004,Excellent condition direct reuse,Direct Reuse,Reuse,81,90,95,High,Completed,False,98.48,27082.0,221.58,12.31,Synthetic,Educational sustainability analytics
TXT-02876,mixed_fabric,Mixed Fabric,good,low,none,5.64,RULE-018,Mixed fabric material separation,Material Separation,Specialized Recycling,51,65,65,Low,Manual Review Required,True,11.28,2256.0,28.2,3.67,Synthetic,Educational sustainability analytics
TXT-02877,acrylic,Acrylic,fair,low,moderate,2.28,RULE-006,Repairable textile,Repair and Reuse,Repair,54,65,85,Low,Completed,False,14.82,3876.0,31.92,2.17,Synthetic,Educational sustainability analytics
TXT-02878,acrylic,Acrylic,fair,low,minor,6.99,RULE-017,Acrylic industrial recovery,Industrial Recovery,Industrial Recovery,34,65,50,Low,Manual Review Required,True,12.58,2097.0,27.96,4.19,Synthetic,Educational sustainability analytics
TXT-02879,cotton,Cotton,fair,low,moderate,9.6,RULE-006,Repairable textile,Repair and Reuse,Repair,60,90,85,Medium,Completed,False,62.4,16320.0,134.4,9.12,Synthetic,Educational sustainability analytics
TXT-02880,polyester,Polyester,good,hazardous,moderate,9.29,RULE-001,Hazardous contamination handling,Hazardous Textile Waste Treatment,Specialized Disposal,0,65,20,Low,Manual Review Required,True,0.0,0.0,0.0,0.93,Synthetic,Educational sustainability analytics
TXT-02881,denim,Denim,excellent,medium,minor,12.69,RULE-021,General recyclable textile fallback,Fiber Recovery,Recycling,47,90,75,Low,Manual Review Required,True,38.07,7614.0,88.83,10.15,Synthetic,Educational sustainability analytics
TXT-02882,mixed_fabric,Mixed Fabric,good,low,moderate,0.53,RULE-018,Mixed fabric material separation,Material Separation,Specialized Recycling,41,65,65,Low,Manual Review Required,True,1.06,212.0,2.65,0.34,Synthetic,Educational sustainability analytics
TXT-02883,polyester,Polyester,excellent,high,moderate,12.77,RULE-002,High contamination handling,Specialized Treatment,Industrial Recovery,4,65,50,Low,Manual Review Required,True,6.38,1021.6,12.77,3.83,Synthetic,Educational sustainability analytics
TXT-02884,acrylic,Acrylic,fair,medium,none,14.67,RULE-017,Acrylic industrial recovery,Industrial Recovery,Industrial Recovery,23,65,50,Low,Manual Review Required,True,26.41,4401.0,58.68,8.8,Synthetic,Educational sustainability analytics
TXT-02885,acrylic,Acrylic,poor,medium,severe,14.03,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,19,65,75,Low,Completed,False,42.09,8418.0,98.21,11.22,Synthetic,Educational sustainability analytics
TXT-02886,polyester,Polyester,fair,low,moderate,19.12,RULE-006,Repairable textile,Repair and Reuse,Repair,54,65,85,Low,Completed,False,124.28,32504.0,267.68,18.16,Synthetic,Educational sustainability analytics
TXT-02887,rayon,Rayon,good,medium,moderate,4.59,RULE-020,Medium contamination cleaning,Cleaning and Reassessment,Preprocessing,19,65,50,Low,Manual Review Required,True,4.59,688.5,9.18,1.84,Synthetic,Educational sustainability analytics
TXT-02888,mixed_fabric,Mixed Fabric,good,none,moderate,9.75,RULE-018,Mixed fabric material separation,Material Separation,Specialized Recycling,51,65,65,Low,Manual Review Required,True,19.5,3900.0,48.75,6.34,Synthetic,Educational sustainability analytics
TXT-02889,wool,Wool,good,low,moderate,30.25,RULE-006,Repairable textile,Repair and Reuse,Repair,66,90,85,Medium,Completed,False,196.62,51425.0,423.5,28.74,Synthetic,Educational sustainability analytics
TXT-02890,wool,Wool,good,low,minor,1.3,RULE-005,Good condition donation,Donation,Reuse,77,90,95,Medium,Completed,False,9.1,2470.0,20.8,1.3,Synthetic,Educational sustainability analytics
TXT-02891,cotton,Cotton,poor,high,severe,11.02,RULE-002,High contamination handling,Specialized Treatment,Industrial Recovery,0,90,50,Low,Manual Review Required,True,5.51,881.6,11.02,3.31,Synthetic,Educational sustainability analytics
TXT-02892,linen,Linen,poor,none,moderate,5.72,RULE-008,Linen mechanical recycling,Mechanical Recycling,Recycling,58,90,75,Medium,Completed,False,22.88,4862.0,51.48,4.86,Synthetic,Educational sustainability analytics
TXT-02893,cotton,Cotton,good,medium,none,2.29,RULE-020,Medium contamination cleaning,Cleaning and Reassessment,Preprocessing,36,90,50,Low,Manual Review Required,True,2.29,343.5,4.58,0.92,Synthetic,Educational sustainability analytics
TXT-02894,denim,Denim,good,none,moderate,16.74,RULE-006,Repairable textile,Repair and Reuse,Repair,76,90,85,Medium,Completed,False,108.81,28458.0,234.36,15.9,Synthetic,Educational sustainability analytics
TXT-02895,nylon,Nylon,good,medium,minor,0.98,RULE-020,Medium contamination cleaning,Cleaning and Reassessment,Preprocessing,25,65,50,Low,Manual Review Required,True,0.98,147.0,1.96,0.39,Synthetic,Educational sustainability analytics
TXT-02896,wool,Wool,good,none,severe,2.83,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,64,90,75,Medium,Completed,False,8.49,1698.0,19.81,2.26,Synthetic,Educational sustainability analytics
TXT-02897,wool,Wool,poor,low,severe,4.34,RULE-009,Wool fiber recovery,Fiber Recovery,Recycling,40,90,75,Low,Completed,False,13.02,2604.0,30.38,3.47,Synthetic,Educational sustainability analytics
TXT-02898,cotton,Cotton,excellent,low,severe,2.9,RULE-003,Severely damaged textile,Fiber Recovery,Recycling,58,90,75,Medium,Completed,False,8.7,1740.0,20.3,2.32,Synthetic,Educational sustainability analytics
TXT-02899,linen,Linen,fair,none,none,5.96,RULE-021,General recyclable textile fallback,Fiber Recovery,Recycling,66,90,75,Medium,Manual Review Required,True,17.88,3576.0,41.72,4.77,Synthetic,Educational sustainability analytics
TXT-02900,acrylic,Acrylic,poor,medium,minor,1.07,RULE-017,Acrylic industrial recovery,Industrial Recovery,Industrial Recovery,12,65,50,Low,Manual Review Required,True,1.93,321.0,4.28,0.64,Synthetic,Educational sustainability analytics
TXT-02901,denim,Denim,poor,low,moderate,1.92,RULE-011,Denim upcycling,Upcycling,Upcycling,50,90,80,Low,Completed,False,10.56,2496.0,23.04,1.73,Synthetic,Educational sustainability analytics
TXT-02902,denim,Denim,poor,low,severe,1.82,RULE-012,Denim mechanical recycling,Mechanical Recycling,Recycling,40,90,75,Low,Completed,False,7.28,1547.0,16.38,1.55,Synthetic,Educational sustainability analytics
TXT-02903,polyester,Polyester,good,low,moderate,5.57,RULE-006,Repairable textile,Repair and Reuse,Repair,60,65,85,Medium,Completed,False,36.2,9469.0,77.98,5.29,Synthetic,Educational sustainability analytics
TXT-02904,rayon,Rayon,excellent,low,none,1.25,RULE-004,Excellent condition direct reuse,Direct Reuse,Reuse,79,65,95,Medium,Completed,False,10.0,2750.0,22.5,1.25,Synthetic,Educational sustainability analytics
TXT-02905,nylon,Nylon,fair,medium,none,13.61,RULE-015,Nylon chemical recycling,Chemical Recycling,Recycling,44,65,75,Low,Completed,False,47.63,9527.0,102.07,10.89,Synthetic,Educational sustainability analytics
TXT-02906,polyester,Polyester,poor,low,minor,10.55,RULE-021,General recyclable textile fallback,Fiber Recovery,Recycling,38,65,75,Low,Manual Review Required,True,31.65,6330.0,73.85,8.44,Synthetic,Educational sustainability analytics
TXT-02907,silk,Silk,poor,none,moderate,8.98,RULE-021,General recyclable textile fallback,Fiber Recovery,Recycling,48,90,75,Low,Manual Review Required,True,26.94,5388.0,62.86,7.18,Synthetic,Educational sustainability analytics
